3	3	In a bird's-eye view, a man has jumped off a diving board, facing the poolside, and is midair before hitting the water.	The man jumped off the diving board.
1	1	A group of people form a procession, several of them holding signs with photographs on them.	There is a funeral going on.
1	1	Three men work at a construction site.	Three men working
1	1	A guy with blue spiky hair and his band performing in front of an audience.	The guy with blue hair is the lead singer.
1	1	Four dogs run in a field.	Some animals are playing with a ball.
1	1	Workers in orange vest painting an underground railway.	Tall humans in a vest.
3	3	Men wearing hearing safety equipment are examining something.	men examining something
1	1	An older man with a graying beard, possibly a homeless person, sleeps on the grass in front of an ancient tree in a public park.	The man is having an amazing dream.
3	3	Several construction working laying down cement.	Workers lay down cement.
2	2	People are gathered in a street, there is snow on the ground.	People gathered in the rain.
1	1	A gymnast from Georgia trains on the unparalleled bars with her coach or trainer.	The person is training for the Olympics.
1	1	A young man doing a flip at a city park.	He is not wearing a shirt.
2	2	A football player folding a football during a game in the mud	The girl eats pie.
2	2	A rapper performs looking at the camera while someone else looks at him over his shoulder.	A camera performs in front of a rapper, and impresses the rapper.
1	1	Two people who look bored are sitting on a train or bus.	The train is going fast
2	2	Two upright bass players performing as a part of an orchestra.	The people are eating breakfast.
1	1	A shepherd bounds through the grass.	An animal is eating the grass.
3	3	A woman peeks into a telescope in the woods.	A woman uses a telescope.
2	2	A man wearing camouflage is down on all fours.	The man is flying a plane.
1	1	Two groups of shirtless men are in the water in the distance.	The men are very fit
2	2	Many people walking down a street and one person is dressed as Santa Claus.	People are shopping in a store.
3	3	Two people wearing odd alien-like costumes, one blue and one purple, are standing in a road.	the people are on their feet outside
1	1	The band the screaming orphans playing.	A new band was playing which apparently was called The Screaming Orphans.
3	3	A man in a denim shirt is turning a Fender Telecaster with lights behind him.	A man has a guitar.
2	2	People shaping pieces of stone into bricks.	A group of people throw bricks at each other.
3	3	A man behind a counter looks on as two men on the other side of the counter fill out forms.	three men stand about at a counter
2	2	a man wearing black, walks down the street.	Two men are eating hot dogs while watching TV.
1	1	An awards ceremony with cannons shooting confetti into the air.	It is the 4th of July celebration.
1	1	A group of people standing in front of an igloo.	There are two dogs next to the igloo.
3	3	An elderly gentleman very smartly dressed.	The man is not young.
2	2	A semi-circle of adults and children sit with a Christmas tree in the background.	The adults and children are dancing together.
2	2	"A man holds up a tiny sign reading ""I'm a photographer not a terrorist."""	A cat is a terrorist.
3	3	a man sitting by a fire cooking a sausage on the fire.	a man is cooking on a fire
2	2	A guy wearing a green and black layered t-shirt with blue jeans and black work boots jumping up with a concrete mirrored wall in the background.	A woman is dancing
2	2	Two children saluting an adult.	Three children saluting an adult.
2	2	A man and a woman are riding on a motorized scooter.	A man and woman are in a car.
3	3	A lady is giving a speech dealing with the Armenian genocide.	The lady is speaking.
3	3	The dog is biting a stick.	A dog with a stick.
2	2	The speckled dog runs through the marsh.	The chocolate lab runs through a lawn sprinkler.
2	2	An older person, sex indeterminate, visits with two spotted rabbits in a large cage.	The person is young.
1	1	A football player throws a football while two of his fellow players try to keep defenders away.	The quarterback makes a pass, as two of his teammates try to block the defenders.
3	3	Two asian ladies in pink dresses with white hats on laughing at something in the distance.	two ladies are in pink
1	1	Two men wearing suits and glasses are talking to each other, while one of them points his finger at the other.	Two businessmen interact.
2	2	A football player is attempting to tackle a player on the opposing team who is running with the ball.	A player is not trying to tackle a player on the opposing team who is throwing the ball.
3	3	Two young girls are walking down a walkway, and one is holding an umbrella.	Two girls walking and one holds an umbrella.
3	3	A brown dog with a brown collar digs sand.	A dog is digging.
3	3	A man in a black coat is standing on a street while eating ice cream.	A man is enjoying a cool treat.
3	3	A young boy wearing a blue sports shirt climbs a tree.	A young boy climbs a tree.
1	1	A gray bird is flying through the trees.	An animal flies overhead.
3	3	A little boy with blond-hair is sitting on the floor cutting something with scissors.	A boy is using his hands.
1	1	This is a dog holding a Frisbee.	The dog is holding a frisbee he just caught
2	2	Four people are playing twister, while someone else stands and watches.	People are playing pay day.
1	1	A man in boots wearing a hat is doing some woodwork.	A man is making a gift for his wife.
3	3	They are playing ice-hockey.	The people are playing a game of ice-hockey.
2	2	A man lays on a tan couch.	A man sits on a tan couch.
2	2	A little boy holds a green bucket on the beach.	A little boy is on a mountain
2	2	A brown dog runs after a red Frisbee.	A dog scratches behind his ear.
3	3	There are various vegetables put out on rugs in front of African women.	African women are near foods.
2	2	A bull terrier terrorizes an old tire in the sand.	The dog is a poodle.
1	1	An old man wearing a blue jean jacket is sitting at the counter of a magazine stand	An old man is wearing a jacket reading magazines.
3	3	A group of children gathered in front of a carnival game booth with stuffed animals hanging overhead.	A group of children gathered
2	2	A man and his husky sitting in the snow at the corner of a building.	A woman is alone
2	2	A brick road between tall buildings.	There are dark tar roads near the houses.
3	3	Young woman in a black shirt reading a book on an airplane.	A woman is sitting down.
3	3	There is a herd of antelope running, with a few jumping over a fence, in a field.	there are animals running in a field
1	1	Two women that are getting ready to hit a volleyball in a volleyball game.	Two women are playing outdoor volleyball.
2	2	A person wearing orange overalls stands on the sidewalk.	The man is swimming at the beach.
3	3	Two friends on seesaws balancing.	Two people are playing.
3	3	Someone is selling flowers and produce.	some person have the flowers to sell
1	1	A man in a neon green weight vest and green and whiteboard shorts snorkels in a tropical reef.	A man in a green vest and white shorts is swimming through a school of fish.
2	2	People are fishing and walking next to the water.	People are swimming in the water.
3	3	A man and a woman is standing near a table with cakes one of the cakes are pink with pink and yellow decorations, they have several people in the background.	A man and a woman next to several cakes.
3	3	A man doing a one armed handstand in the grass.	a man is in the grass
1	1	A large group of people walking on a mountainside.	The people are part of a hiking group, out for a day-long hike in the mountains
2	2	A man sleeps while resting on a bench outdoors.	The man is standing beside the bench.
3	3	A young boy is spinning around a baseball bat on the grass.	A kid if playing around with a baseball bat outside.
1	1	Little boy eating a red Popsicle.	A boy is at the ice cream shop.
1	1	A man in a baseball tee-shirt is sweeping what appears to be an empty pond in a festive looking backyard.	a man in a shirt has a broom
3	3	A little boy sitting in front of a store in a somewhat run down neighborhood.	A boy sitting in front of a store in an old neighborhood.
1	1	A brown and white dog is running.	A brown and white dog is chasing a mailman.
1	1	Two people walking cautiously through the road.	An old man standing at the bus stop is trying to make his way across the road.
1	1	A smiling woman with dark hair is about to play laser tag with a group of people.	the people are all together for a party
2	2	A blond woman in a white dress with red shoes standing in grass.	A woman sits on a bench.
1	1	A man in sunglasses, a cap, dark jeans, and a denim jacket walks by an arch.	A man in sunglasses, a cap, dark jeans, and a denim jacket walks by an arch to get to school.
3	3	A group of men, women, and children is clustered in a sunny area with benches and a statue.	A group of people are spending some time together outdoors.
1	1	A bride and someone from her wedding party, wearing a darker dress, are walking on the beach.	A bride and groom walk the beach
2	2	A man sleeps against a building, as another enters the building.	Two women are holding hands outside a building.
2	2	Two young boys, one in black and the other in blue, are looking at each other.	Two boys playing baseball.
1	1	A shirtless man is doing a back flip on a beach.	A sad man is doing a back flip on a beach.
2	2	A car sinking in water.	A truck drives down a country road in the sunshine.
1	1	Young african american child is held and stars at the camera.	Black child held by their mother and staring at the camera
3	3	A flock of birds hovered over the sandy beach.	Some birds are on a beach.
2	2	A group of workers in the desert, two with wheel barrels and two just standing around.	The men are drinking beer at the bar.
1	1	Two men fight in a martial arts competition.	Opponents face off in a karate championship.
2	2	A woman in a red dress prepares for another day at work.	A women getting ready for bed
1	1	A man attached to a harness is climbing a rock wall.	The man likes to rock climb in preparation for ice climbing.
1	1	A kid wearing headphones sits on his mom's shoulders while in a crowd.	The child is wearing his mom's headphones.
2	2	A man serves a volleyball on the sand court at a volleyball competition.	A man is playing Volleyball in New York City.
3	3	A black dog jumps in the air to catch a toy.	A dog jumps in the air to catch a toy.
2	2	Man cleaning off stone stairs on a sunny day.	A man is treading mud across the stone stairs on a cloudy day.
3	3	Man and child dancing.	Two people are dancing.
3	3	A man in costume walks in front of a Maya Shoe store.	A man is dressed up and walks in front of a store.
1	1	A boy is sitting at a table writing in his notebook.	A boy is writing a poem in his notebook at the table.
3	3	A man preparing his net for fishing.	A guy getting a net ready.
1	1	There is a brown dog swimming outside with a tennis ball in its mouth.	the dog is trying to find it's owner
3	3	Player 22 receives pitch from women near pitchers mount.	Player 22 is playing baseball.
3	3	A woman in a white shirt smiling at a man in a blue shirt and white cap.	the man is wearing a cap
1	1	Band playing with a female lead singer.	Britney Spears is signing with her backup band.
3	3	A man stands in a green garden with large flowers around him.	A man is standing in a garden
3	3	Two people sit side by side up against a tree.	Two people are outside.
1	1	A child climbs to the top of a slide.	A child is near a blue slide.
3	3	An elderly woman is using a rolling pin in a cluttered kitchen.	A kitchen is cluttered.
1	1	Two males, one in red and one in white playing a basketball game.	Two white males play basket ball.
2	2	A black and white dog is running through the water while holding something red in its mouth.	A cat is running with a ball of yarn.
2	2	Children in costumes gather in front of an iMac.	children go to bed early
2	2	Two girls and a boy rollerskating.	Some kids are playing basketball.
3	3	Young boy in a winter hat sliding down a snowy hill.	A young boy is playing in the snow.
2	2	Two men with black rimmed glasses making faces and eating bread.	The men were eating spaghetti.
2	2	Two females with two children are walking as other people approach them, including a man on a donkey that also has a second donkey following him.	Two women are driving to the baseball game.
1	1	A man with a black helmet is sitting on a black motorcycle.	A man rides a motorcycle down the street.
1	1	Two little girls are riding a bike in a village surrounded by trees.	The trees are oaks.
2	2	People are sitting on a transit train.	The people are aliens.
2	2	Three guys are barbecuing on a grill on a porch with a white fence.	Three men are cooking in the kitchen.
2	2	Three women standing in the water beside a beach.	Three women stand in the middle of a desert.
3	3	The Pope talking to another man.	Two men talking.
1	1	A woman bicycles down the hill on a dirt trail.	The woman is on a bike riding excursion with her friends.
2	2	A person riding a sled down a snowy slope.	A person drinks hot cocoa at a ski lodge.
1	1	Indian lady dancing in the middle.	An Indian lady performs a sacred dance about her people.
3	3	A male and a female are leaning against railing looking off with the ocean in the background	Two people are standing near the beach.
2	2	A woman buys food from a street vendor in a city while others continue on their way.	A man dancing naked.
1	1	A group of people are writing specific symbols of their culture.	People representing themselves.
3	3	Two straight men share a hug.	two people touch one another.
1	1	An older man is carving wood using a machine and hand tools.	the man is carving a woman
2	2	A woman and young boy walk down a dirt path.	A woman and her daughter play catch in the front yard.
3	3	A boy jumps behind a fence.	A boy is outside.
1	1	Two people hiking on a trail outside of the city.	A man and his wife hike up a trail outside of the city.
1	1	A squirrel jumps in the snow.	The squirrel is cold, and jumps to stay warm.
3	3	Young female child carrying a light blue bag around her shoulders.	a child with a bag
3	3	Two girls are sitting in front of a statue.	two girls are in front of a statue
3	3	Two ice hockey players are reaching the puck, as a referee closely watches over them.	Hockey match in full swing.
2	2	A lady wearing a red shirt is seated next to others on a sidewalk and holding a camera.	the lady is naked
2	2	A tan dog jumping up at a woman in a skirt and a black and tan dog walking away.	The dogs are sleeping.
1	1	Girl in pink tank top grinds on a rail with a skateboard	A girl in orange shorts is grinding on a rail.
3	3	The child in the red jacket is looking at the flowers.	There is a person in red.
1	1	A man sitting in a library with a mural painting on the wall beside him.	A man is reading a book.
2	2	Three men jump up for the ball in a sporting event as a crowd watches.	The crowd closes their eyes as three men slide down a slope.
2	2	"A police officer wearing dark pants, a long-sleeved blue shirt, white gloves, a white hat, and an orange ""TRAFFIC"" vest is standing in the street directing vehicles."	The cop is in SWAT gear ready to knock down the door to a nusing home.
3	3	Blond girl in green dress with pink flowers.	A female wearing a floral garment.
2	2	A young woman is holding a man's arm.	A Vietnam War veteran is bent over, clutching both of his ankles.
2	2	A young baby with food on her face in a purple shirt and both fingers up her nose	The man has food on his face.
3	3	Several boys dressed in dark colors are sitting down.	Children are sitting.
1	1	One woman with red-hair and sunglasses serving a beer from the tap.	The woman is a bartender.
2	2	A young girl lights candles next to a woman with closed eyes with her hands folded in front of her face.	Nobody has their hands on their face.
1	1	A rider on a white horse is in the middle of a jump over a hurdle.	The rider is formally dressed as an equestrian.
1	1	man in blue shirt and jeans on ladder cleaning windows	A man is cleaning second-story windows.
1	1	Car speeds through a racetrack and throws up dirt in the air behind him.	Red car speeds through a racetrack and throws up dirt in the air behind him.
1	1	A crowd watching construction work taking place.	construction work taking place
3	3	A red race car speeds down the racetrack.	a red car going very fast on the road
1	1	A mom colors with her daughter.	A mother and daughter color in a coloring book with crayons on the kitchen table.
3	3	A skateboarder without a shirt grabs his board in the air.	A skateboarder is shirtless.
1	1	The girls is jumping into the air on the beach.	guys are jumping on the beach
3	3	A person points out to the lake with mountains in the background- while a boat floats out on the left.	The boat is sitting in the water.
3	3	A man rides a yellow surfboard.	A man rides a surfboard.
3	3	A guy who is pitching a baseball with a blue hat.	A man is about to throw a ball
1	1	Men in uniforms are playing soccer in a crowded arena.	men about to have shutout
1	1	An employee takes a break from working to have a drink	A person having a drink after a long day working a Cinnabon.
3	3	A woman directing traffic.	A woman managing the flow of vehicles.
3	3	A beautiful lady is eating ice cream.	A lady has ice cream.
3	3	A woman helps a little girl scrawl something on a heavily-marked banner.	Two people are writing.
1	1	Two men sitting in chairs while waiting.	The two men are sitting in chairs in a waiting room
3	3	Some hipsters dancing to the music.	There are a few people in this picture
2	2	Two athletes are on the field, the one in red on the left grabs the ball away from the man next to him.	A group of fans with painted faces cheer as their team scores.
2	2	A surfer who fell off his surfboard in the ocean while trying to ride a wave.	A surfer is walking to his car
2	2	A black woman in a white shirt and red flip-flops is holding an octopus.	A woman is playing the piano.
2	2	Three people eating in a cafeteria.	A woman eats whipped cream.
3	3	A man with a beard in a captain suit with a bike next time him.	A person with a beard in a captain suit with a bike next time him.
2	2	A woman prepares food under a green, blue and yellow umbrella.	The woman rides the ferris wheel.
1	1	This man is selling the road signs.	The man is selling stop signs.
2	2	group of people on deck of beach house	horse attacks children
1	1	Three people lounge on a dark prairie in front of a campfire	People having a party outdoor.
3	3	A group of women are participating in a roller derby game.	A group of women roller skating.
2	2	A heavyset woman in a red shirt and black shoulder straps balances a blue container filled with goods on top of her head.	The skinny woman can barely carry the blue container on her head.
1	1	A dog stands on his hind legs for a lady in purple.	A dog is being taught a trick
3	3	A man appears to be pushing a young redheaded child on the swing set which lays on a bed of wood chips.	A man is pushing a child on a swing.
2	2	a female hiker is looking at the view of some mountains.	A male hiker is looking at the view.
1	1	A child is leaping into the air from a sand dune near the beach.	The child is trying to jump over a sand castle.
1	1	A woman holds herself as she hikes in mountainous terrain.	A woman is hiking on vacation.
1	1	An awesome picture of a young woman jumping in the air.	A tall human jumping
3	3	A man wearing a blue sport coat holding a microphone.	A man holds a microphone.
3	3	Young rocker is jamming out at a show	A young musician plays intensely at a rock show.
1	1	Two people are silhouetted against a lake reflecting a painted sky.	Two people are trying to get the perfect picture.
1	1	a woman is presenting a book to a crowd.	The woman is on a stage.
2	2	A crowd of people are gathered with a sky scene in the background.	People are gathered with a ground scene in the background.
3	3	These people are walking down the street.	People are walking.
1	1	A man in a black jacket with black pants is walking down a street of buildings.	Man is going to work in the morning.
3	3	A middle-aged gentleman is sitting in a small booth with a table full of different types and sizes of fish.	There is a man at a booth with a variety of fish.
1	1	A shirtless man playing football on a lawn.	A man is enjoying himself.
2	2	A woman with long, dark bangs hanging in her eyes is standing at a microphone as another woman looks at her.	The woman has no bangs and blonde hair.
1	1	A young boy in a red shirt climbs a playground rock wall.	A kid is practicing rock climbing at camp.
3	3	Two children stand near a water fountain.	Two kids were standing.
1	1	Three women, one with her back to the camera, laugh while standing in front of a wall with two framed photos and a chalkboard with prices.	Some coworkers went out to buy coffee and think the pretentious art at the coffee house is ridiculously funny.
3	3	A hawk diving to catch a small animal.	The hawk dived.
1	1	Several birds flying in front of trees.	Birds are looking for food to eat.
1	1	Orange construction trucks travel down a littered four-lane street in the middles of a concrete, urban downtown.	Construction trucks drive to the work site.
1	1	A woman wearing a red hat and face paint smiles at another woman.	A woman wearing clown face paint smiles.
3	3	A young women in a pink shirt finishing a race for run half.	A woman runs a race.
1	1	A man in a white shirt and suspenders is holding a gun and smiling.	A man just hit his mark shooting his gun.
3	3	Man sitting and playing with a phone, a bag of groceries at his side.	I man is holding a phone
2	2	Waves crashing against rocks with seagulls flying over.	There are no wave crashing against rocks.
1	1	Seattle fireman stands in front of a firetruck.	A fireman is standing close to a fire.
1	1	A person with a variety of different wares standing amongst several others on a dirt road.	vendors wait for customers
3	3	A man in black and a man in green walk down through central park in new york.	A person in black and a man in green walk down through central park in new york.
1	1	A child running with a snowboard on a snow covered surface.	A boy enjoys a winter sport.
2	2	Young children running down a side street.	The young children are walking.
3	3	A young boy washing a window.	A boy is washing.
3	3	A teenage boy performs a stunt on his skateboard in a skate park.	a young man on a skateboard does tricks
3	3	Five women and two me come together for a photo in a bar.	There are people getting their picture made.
2	2	A young woman wearing a bikini jumping into a pool	A woman in a bathing suit resting on a lounge by a pool
1	1	A young girl plays her instrument at a concert.	A young girl is playing the violin part of a piece of music.
1	1	The Two girls pet the small young Horse.	The girls like horses.
2	2	A group of people laying in the snow, while another person jumps them.	The people are inside
3	3	Lights are reflecting off a city street in the evening during a rainstorm.	Lights are reflecting off the street during arainstorm.
3	3	This gentleman just finished a refreshing swim.	A man was is in water.
2	2	A small child is holding a pink ball of yarn.	A child plays with blue string.
3	3	Two guys installing tile in which is maybe a bathroom	The men are touching tile.
1	1	"A mother and her baby in his ""First Christmas"" outfit."	"A mother is tired but dressed her baby in his ""first Christmas"" outfit."
3	3	a sheep chases a dog.	A sheep is chasing a dog.
2	2	Three kids in a martial arts class are in a stance; each child has on a different color belt.	Three kids at the pool practice their martial arts stance.
3	3	A man in a black shirt is riding a mule trough the desert, with the sun shining in the background.	A man is on a mule.
2	2	Men in athletic clothing stand near bicycles.	Men are skiing.
1	1	An older man in a tropical shirt plays a drum.	A man plays a popular song with the drums.
2	2	Several people are outside of a fruit market on a hot day.	Some kids are playing in the street in front of the shops.
1	1	A woman in a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to her.	A women is tanning outside.
1	1	A baseball player is sliding into second base while the opposing infielder jumps.	Player steals second base.
1	1	A crowd of people are standing on a train platform are unconcerned as a train passes them by.	A crowd of people watch as their train passes them by.
1	1	A couple sharing in an embrace	A couple talking to each other.
1	1	A boy does a toe touch in front of a tree.	A boy stretches out before a soccer game.
1	1	Tourists sit around on the steps of a concrete area.	The tourists are eating somethings.
2	2	Shirtless construction worker builds interior of home.	The worker is putting shingles on the roof.
2	2	A man shooting a bow and arrow at a target.	The man is asleep.
3	3	A human figure runs past a flower stand.	The man running outdoor.
3	3	A man helps the bride standing near the car.	A person helps the bride standing near the car.
2	2	A hockey player wearing a gold and white jersey getting ready to shoot the puck against two players wearing gold and black jerseys in a ice hockey arena.	The hockey arena has no players in it.
1	1	two tan dogs play in the grass	They are playing with a ball.
3	3	Two children in their pajamas one has a mask and hairnet like a surgical nurse and is standing over the older child who is laying down on the wood floor.	Two children play in pajamas.
3	3	A group of children playing on the street, some on bicycles, and one on a scooter, and one in a blue shirt walking.	A group of children play.
2	2	Girl playing acoustic guitar on homemade milk crate stage.	A boy is playing on the drums.
2	2	An surfer airborne over a wave.	Two surfers crash into each other because there were no waves.
3	3	An elderly man and woman hold hands on the sidewalk.	A couple walking.
3	3	Two men in the construction industry are surveying their work space.	The two men are working construction.
3	3	There is a man in a red sweatshirt attempting to do a trick on a skateboard.	There is a person in a red sweatshirt attempting to do a trick on a skateboard.
3	3	A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch.	a bunch of people play soccer
1	1	Students are paying attention to their teacher pointing at an object on the screen	The chemistry professor shows a picture of a molecule to his class.
2	2	A bride and a bridesmaid are standing on a beach holding a flower bouquet.	A woman in a bikini runs quickly on the beach, alone.
2	2	A baby is in the suitcase instead of the green shirt.	A baby is in a cradle.
1	1	Man with white beard and glasses gives a thumbs up.	A very old man gives a thumbs up.
1	1	Two people in brown hats pull a yellow tube in a small pond surrounded by greenery.	Some guys have an inner tube in the pond.
3	3	A little girl is trying to look into a dark window.	A girl is trying to look in a window.
3	3	A woman in a white shirt and a blue vest walking down the sidewalk talking on the phone and drinking a frozen coffee.	The woman is drinking coffee.
1	1	A man in a cowboy hat rides a horse.	A rugged looking cowboy rides a black horse
3	3	Family in the kitchen around the counter.	People at home in kitchen.
2	2	A group of people looking at sound equipment.	The man stands alone.
1	1	Two men exchange hello's while a truck waits for them to move.	Two men refuse to move for a truck.
2	2	A young woman in a blue singlet arches backward and extends her left arm.	There is a man stretching.
3	3	Two blond women in red shirt facing away from the camera, standing at the edge of a seated crowd.	The women are wearing shirts
3	3	A group of children sitting on a ledge eating in front of a huge gorilla at the ocean.	Children eating some food in front of a gorilla.
3	3	A woman wearing a heart-shaped necklace and a blue shirt is next to a fence.	The woman in a blue shirt is outside.
1	1	Family sitting around table on outdoor patio.	The family is eating dinner outside.
3	3	A young girl is blowing the seeds off a dandelion.	a young girl holds a flower
3	3	A boy rides his red bicycle down the handrail of a staircase in a city.	A boy is demonstrating his bike riding expertise.
1	1	two white dogs are running through some woodland.	Two dogs are outside
2	2	A black lab runs headlong into a lake surrounded by farmland.	The black lab is standing still by the ocean.
3	3	A dog jumps high, with its mouth open.	A animal jumping.
1	1	A man and woman sit in a restaurant holding books, the woman reading hers and the man looking at the woman.	Two people sit in a restaurant reading books from their work.
3	3	Few people sitting aside a path below a statue.	The people are near a statue.
2	2	An Asian woman with black hair is holding a toddler that is looking at the camera.	A woman with no arms looks at a camera.
2	2	A large group of people are gathered around two trains on the railroad.	A group of people are seated in a church.
3	3	A man and a woman are seen through the fence seated at a table, staring into each other's eyes.	A man and a women are looking at each other.
2	2	A group of construction workers standing on top of a building.	The workers are sitting down
2	2	Two young women examine the wares at a well-stocked outdoor bakery booth under a yellow umbrella.	The women are shopping for groceries.
1	1	Two kids jumping into the river.	the kids are swimming
2	2	Little boy is giving a kiss to a lizard.	The dog kissed the little boy back.
3	3	A group of women are smiling, and posing for a picture together.	Women are posing for a picture.
1	1	A man in a blue jacket is sawing a piece of wood in half.	A man in a tight blue jacket.
2	2	Musicians playing for a group of people with blue hats on in outdoor settings.	People are listening to the radio.
1	1	A young barefoot boy is sitting on the earth while holding a large rattan pole.	A young barefoot boy recently found a large rattan pole.
3	3	The brown dog catches a ball in the air.	A dog catches.
3	3	A man with glasses is affixing tiles to a bare wall.	A man is working
3	3	Two kids stand outside of a graffitied door while two other kids perform a handstand against it.	Two kids are outside while two other kids have their feet in the air and their hands to the ground.
1	1	A man in a baseball cap cleans out a blue colored pit outside where colorful Christmas lights hang above him.	A man is cleaning up for new years eve.
3	3	A topless mannequin is photographed next to a blue car.	There is a blue car.
1	1	Three stout men wearing shorts are walking past a third man sitting in front of a parked car in front of a building with the word factory.	Three men walk past a homeless man.
1	1	The car leaves a dust trail as it goes around the dirt track.	The car is moving.
1	1	A woman in black swim-wear is combing her hair on a beach	A woman is combing her hair on the beach for her date.
3	3	A young girl eats a piece of cake.	a young girl eats some cake
1	1	A child is on the ground looking at a cloth.	The child is looking at a dirty cloth.
1	1	A lady selling food outside of a building.	The lady is selling food outside of a business.
3	3	A blue ski boat is on its trailer in the driveway with a person in the front of the boat.	there is a boat outside
2	2	A little boy on a beach runs towards the water.	the boy is inside
3	3	Chinese man preparing food.	A man is making food.
3	3	A man is sleeping on the sidewalk, on top of a box.	A person is resting outside.
2	2	A football player facing off against two others.	The football player is playing video games on the couch.
2	2	A very calm, peaceful lake with a mountain in the background and a man fishing.	The man is sitting inside watching TV.
2	2	Three young girls performing a interpretative dance with brightly colored cloths.	The girls were eating at a restaurant.
2	2	A woman rides her bike down the street in the fall.	A woman is sitting in an office.
